household_id,settlement_id,settlement_name,ward_code,lga_code,head_of_household_initials,structure_number,children_under5_last_round,last_visit_date,consent_to_follow_up,gps_longitude,gps_latitude
BAN-003314,S02524,Ibjiba-Yamma,W040,LGA04,U. Isa,27,4,2025-12-06,yes,8.320212,11.161414
BAN-003315,S02524,Ibjiba-Yamma,W040,LGA04,H. Haru,203,1,2025-11-24,yes,8.317443,11.162573
BAN-003316,S00195,Mashafa,W002,LGA01,K. Gani,186,0,2025-12-03,yes,7.087759,10.72912
BAN-003317,S00195,Mashafa,W002,LGA01,Y. Tanko,181,1,2025-10-14,yes,7.08967,10.729258
BAN-003318,S00540,Adzafa-Yamma,W007,LGA01,H. Yaro,208,0,2025-11-20,yes,7.363082,11.23765
BAN-003319,S00540,Adzafa-Yamma,W007,LGA01,Y. Jibo,208,0,2025-12-08,yes,7.36508,11.235593
BAN-003320,S00540,Adzafa-Yamma,W007,LGA01,U. Bala,173,4,2025-11-28,yes,7.361752,11.235856
BAN-003321,S02019,Dobawo,W031,LGA03,U. Funo,142,3,2025-11-09,yes,8.017143,11.340282
BAN-003322,S02019,Dobawo,W031,LGA03,B. Dogo,98,0,2025-11-23,yes,8.01732,11.337157
BAN-003323,S02019,Dobawo,W031,LGA03,S. Haru,73,2,2025-10-19,yes,8.01826,11.340582
BAN-003324,S01779,Oltidu,W027,LGA03,R. Musa,160,0,2025-11-18,yes,7.91585,11.4631
BAN-003325,S01779,Oltidu,W027,LGA03,A. Zubi,124,4,2025-11-26,yes,7.914918,11.464621
BAN-003326,S01779,Oltidu,W027,LGA03,M. Isa,38,1,2025-11-18,yes,7.914781,11.463319
BAN-003327,S01779,Oltidu,W027,LGA03,R. Wada,5,0,2025-10-15,yes,7.916593,11.462442
BAN-003328,S01779,Oltidu,W027,LGA03,S. Zubi,115,4,2025-10-08,yes,7.915614,11.464707
BAN-003329,S01779,Oltidu,W027,LGA03,A. Wada,229,3,2025-11-19,yes,7.915398,11.462283
BAN-003330,S00949,Ennale,W012,LGA02,K. Cham,87,1,2025-10-10,yes,7.364116,10.5116
BAN-003331,S00949,Ennale,W012,LGA02,R. Musa,18,3,2025-11-28,yes,7.363739,10.510453
BAN-003332,S00949,Ennale,W012,LGA02,H. Rabi,108,1,2025-10-02,yes,7.364695,10.511212
BAN-003333,S02000,Wangoyi,W031,LGA03,H. Haru,135,3,2025-10-28,yes,8.041918,11.271142
BAN-003334,S02000,Wangoyi,W031,LGA03,K. Nura,142,3,2025-11-17,yes,8.042781,11.271998
BAN-003335,S02418,Ektiyi,W038,LGA03,Z. Funo,135,1,2025-11-15,yes,8.274237,11.313408
BAN-003336,S01539,Hakosa,W021,LGA02,I. Gani,189,2,2025-10-20,yes,7.894091,10.479123
BAN-003337,S01539,Hakosa,W021,LGA02,K. Haru,85,4,2025-10-20,yes,7.894254,10.478389
BAN-003338,S02083,Olshadu,W032,LGA04,Y. Gani,72,2,2025-11-12,yes,8.065992,10.8554
BAN-003339,S02083,Olshadu,W032,LGA04,I. Bala,118,3,2025-11-18,yes,8.067028,10.855739
BAN-003340,S02083,Olshadu,W032,LGA04,U. Ede,79,1,2025-10-23,no,8.067159,10.856794
BAN-003341,S02083,Olshadu,W032,LGA04,M. Abu,177,1,2025-10-21,yes,8.065728,10.854023
BAN-003342,S00157,Jimashi,W002,LGA01,F. Abu,159,4,2025-11-21,yes,7.089613,10.7776
BAN-003343,S00157,Jimashi,W002,LGA01,I. Yaro,55,3,2025-10-26,yes,7.09144,10.779004
BAN-003344,S00157,Jimashi,W002,LGA01,F. Musa,26,1,2025-10-24,yes,7.090235,10.778764
BAN-003345,S00157,Jimashi,W002,LGA01,B. Gani,126,2,2025-10-26,yes,7.090918,10.777866
BAN-003346,S00157,Jimashi,W002,LGA01,U. Rabi,142,3,2025-11-19,yes,7.089383,10.777249
BAN-003347,S01183,Domari,W015,LGA01,R. Pama,246,1,2025-11-17,yes,7.482078,11.188157
BAN-003348,S00027,Riwayi,W001,LGA01,U. Haru,45,4,2025-11-25,yes,7.030115,11.089068
BAN-003349,S02293,Ekwata,W036,LGA04,R. Jibo,38,4,2025-12-05,yes,8.089159,10.722455
BAN-003350,S02293,Ekwata,W036,LGA04,U. Rabi,39,2,2025-10-26,yes,8.091081,10.720019
BAN-003351,S02293,Ekwata,W036,LGA04,B. Oje,51,4,2025-11-09,yes,8.089125,10.721626
BAN-003352,S02178,Ekzaru,W034,LGA03,A. Wada,168,0,2025-11-27,yes,8.128271,11.198507
BAN-003353,S02178,Ekzaru,W034,LGA03,Z. Musa,150,3,2025-11-19,yes,8.127864,11.197169
BAN-003354,S02178,Ekzaru,W034,LGA03,H. Cham,175,0,2025-10-11,yes,8.129451,11.198837
BAN-003355,S02178,Ekzaru,W034,LGA03,F. Dogo,165,2,2025-10-26,yes,8.129907,11.195779
BAN-003356,S01322,Umluri,W018,LGA02,K. Rabi,55,0,2025-10-31,yes,7.555256,10.634065
BAN-003357,S02021,Dongodu,W031,LGA03,H. Abu,1,0,2025-11-02,yes,7.940948,11.371544
BAN-003358,S02212,Ekrile,W034,LGA03,A. Ede,240,2,2025-11-25,yes,8.204657,11.238195
BAN-003359,S02212,Ekrile,W034,LGA03,I. Zubi,223,4,2025-10-23,yes,8.206212,11.238977
BAN-003360,S02212,Ekrile,W034,LGA03,K. Musa,87,3,2025-11-09,yes,8.206702,11.23846
BAN-003361,S01174,Agyowo,W015,LGA01,K. Yaro,9,2,2025-12-05,yes,7.508619,11.219133
BAN-003362,S00950,Zakota,W012,LGA02,A. Jibo,204,1,2025-11-01,yes,7.332781,10.562251
BAN-003363,S00277,Enbemi,W003,LGA01,S. Dogo,116,2,2025-10-13,yes,7.457828,11.004697
BAN-003364,S00277,Enbemi,W003,LGA01,R. Gani,259,4,2025-10-03,yes,7.455832,11.003651
BAN-003365,S00277,Enbemi,W003,LGA01,H. Umar,47,0,2025-12-07,yes,7.456104,11.00327
BAN-003366,S00599,Olngosa,W007,LGA01,S. Pama,143,0,2025-11-19,yes,7.321136,11.315688
BAN-003367,S00599,Olngosa,W007,LGA01,R. Kabo,189,3,2025-10-02,yes,7.321817,11.314236
BAN-003368,S00673,Kawaja,W008,LGA01,F. Abu,83,0,2025-12-02,yes,7.42242,10.939889
BAN-003369,S00673,Kawaja,W008,LGA01,B. Kabo,143,3,2025-12-04,no,7.422584,10.939388
BAN-003370,S01697,Birasa,W025,LGA04,R. Nura,216,4,2025-10-08,yes,7.786597,11.119572
BAN-003371,S02498,Bidude-Kudu,W040,LGA04,K. Cham,175,1,2025-10-24,yes,8.393825,11.217967
BAN-003372,S02498,Bidude-Kudu,W040,LGA04,K. Rabi,245,3,2025-11-07,yes,8.392574,11.219589
BAN-003373,S02498,Bidude-Kudu,W040,LGA04,A. Lami,141,1,2025-11-01,yes,8.393085,11.21834
BAN-003374,S02498,Bidude-Kudu,W040,LGA04,B. Tanko,233,3,2025-11-13,yes,8.39273,11.218072
BAN-003375,S02498,Bidude-Kudu,W040,LGA04,R. Cham,70,4,2025-10-17,yes,8.393594,11.216828
BAN-003376,S00516,Olzaja,W006,LGA01,B. Abu,216,0,2025-11-12,yes,7.265376,11.248905
BAN-003377,S00516,Olzaja,W006,LGA01,B. Sule,207,3,2025-11-21,yes,7.265945,11.247454
BAN-003378,S00516,Olzaja,W006,LGA01,K. Dogo,92,3,2025-11-28,yes,7.266676,11.248793
BAN-003379,S00363,Dolaja,W004,LGA02,M. Dogo,56,0,2025-11-21,yes,7.151687,10.664891
BAN-003380,S00363,Dolaja,W004,LGA02,R. Musa,146,1,2025-10-25,yes,7.152135,10.666173
BAN-003381,S00363,Dolaja,W004,LGA02,M. Lami,150,0,2025-10-13,yes,7.151788,10.665577
BAN-003382,S01675,Dangowo-Gabas,W025,LGA04,B. Tanko,96,3,2025-11-05,yes,7.847434,10.938061
BAN-003383,S01675,Dangowo-Gabas,W025,LGA04,K. Yaro,85,4,2025-11-20,yes,7.848761,10.936074
BAN-003384,S01675,Dangowo-Gabas,W025,LGA04,I. Bala,5,1,2025-11-28,yes,7.847111,10.938425
BAN-003385,S01675,Dangowo-Gabas,W025,LGA04,F. Haru,201,3,2025-11-07,yes,7.845309,10.936841
BAN-003386,S01292,Irduma-Gabas,W017,LGA03,F. Nura,197,2,2025-11-13,yes,7.582819,11.566098
BAN-003387,S01399,Umshashi,W019,LGA04,U. Jibo,219,4,2025-11-01,no,7.567729,11.024865
BAN-003388,S01399,Umshashi,W019,LGA04,R. Nura,188,0,2025-10-24,yes,7.567175,11.024343
BAN-003389,S00760,Olluri,W008,LGA01,K. Jibo,160,1,2025-11-20,yes,7.432846,10.963035
BAN-003390,S00885,Riduko,W011,LGA02,M. Kabo,75,2,2025-12-04,no,7.701385,10.434537
BAN-003391,S02030,Uzwawo,W031,LGA03,U. Rabi,22,3,2025-10-10,yes,7.944634,11.364143
BAN-003392,S02030,Uzwawo,W031,LGA03,B. Cham,107,0,2025-10-18,no,7.944307,11.363694
BAN-003393,S02030,Uzwawo,W031,LGA03,B. Isa,146,1,2025-12-04,yes,7.945054,11.364865
BAN-003394,S01985,Nulule,W030,LGA04,F. Isa,189,0,2025-11-08,yes,8.00292,10.568029
BAN-003395,S01042,Nungoko-Tudun,W014,LGA01,H. Tanko,153,4,2025-11-21,no,7.450306,11.462368
BAN-003396,S01998,Hadele,W031,LGA03,M. Rabi,85,4,2025-10-10,yes,7.94373,11.388726
BAN-003397,S01998,Hadele,W031,LGA03,B. Pama,52,0,2025-10-27,yes,7.941555,11.389029
BAN-003398,S01998,Hadele,W031,LGA03,Y. Sule,53,3,2025-10-21,yes,7.943299,11.391223
BAN-003399,S01998,Hadele,W031,LGA03,I. Ede,135,3,2025-12-08,yes,7.943192,11.390225
BAN-003400,S01801,Uzkodu,W028,LGA04,Z. Sule,180,3,2025-10-07,yes,7.972758,10.887344
BAN-003401,S01801,Uzkodu,W028,LGA04,H. Ede,78,3,2025-10-29,yes,7.972437,10.888114
BAN-003402,S01801,Uzkodu,W028,LGA04,F. Isa,207,3,2025-11-05,yes,7.971957,10.886762
BAN-003403,S01801,Uzkodu,W028,LGA04,H. Rabi,5,1,2025-10-24,yes,7.972495,10.887536
BAN-003404,S01654,Olmaba,W024,LGA04,A. Funo,102,4,2025-12-08,yes,7.832594,10.690759
BAN-003405,S01654,Olmaba,W024,LGA04,M. Jibo,22,3,2025-11-27,yes,7.828238,10.690765
BAN-003406,S01654,Olmaba,W024,LGA04,Y. Abu,123,1,2025-10-24,yes,7.829644,10.690642
BAN-003407,S00100,Mashasa,W001,LGA01,R. Musa,152,0,2025-11-18,yes,7.061535,10.963667
BAN-003408,S00100,Mashasa,W001,LGA01,A. Pama,245,2,2025-11-28,yes,7.062704,10.962686
BAN-003409,S00148,Ribaja,W002,LGA01,Y. Oje,77,4,2025-11-16,yes,7.106567,10.808222
BAN-003410,S01813,Umyoni,W028,LGA04,H. Abu,61,3,2025-11-22,no,7.990948,10.797617
BAN-003411,S02221,Olyotu,W035,LGA04,F. Cham,88,4,2025-11-20,yes,8.276045,11.036995
BAN-003412,S02221,Olyotu,W035,LGA04,U. Haru,43,3,2025-11-03,yes,8.276765,11.038857
BAN-003413,S02221,Olyotu,W035,LGA04,A. Rabi,38,0,2025-10-07,yes,8.276605,11.038099
BAN-003414,S02221,Olyotu,W035,LGA04,Y. Oje,56,3,2025-10-03,yes,8.27579,11.039022
BAN-003415,S02221,Olyotu,W035,LGA04,U. Nura,109,4,2025-11-15,yes,8.274606,11.036498
BAN-003416,S00279,Adrana,W003,LGA01,M. Rabi,186,3,2025-10-11,yes,7.208232,11.026218
BAN-003417,S00279,Adrana,W003,LGA01,R. Jibo,142,3,2025-11-11,yes,7.207482,11.027828
BAN-003418,S00942,Kushaba,W012,LGA02,M. Bala,138,4,2025-10-19,yes,7.342422,10.500269
BAN-003419,S00942,Kushaba,W012,LGA02,H. Abu,71,1,2025-10-07,yes,7.341857,10.499766
BAN-003420,S00942,Kushaba,W012,LGA02,U. Tanko,216,4,2025-11-15,yes,7.343127,10.501004
BAN-003421,S00942,Kushaba,W012,LGA02,U. Nura,28,1,2025-10-04,yes,7.342627,10.498982
BAN-003422,S00942,Kushaba,W012,LGA02,H. Wada,181,4,2025-11-09,yes,7.343208,10.49994
BAN-003423,S00942,Kushaba,W012,LGA02,F. Gani,116,0,2025-10-11,yes,7.342614,10.502098
BAN-003424,S00942,Kushaba,W012,LGA02,I. Tanko,118,3,2025-10-24,no,7.342071,10.502152
BAN-003425,S00170,Olrita,W002,LGA01,A. Lami,104,1,2025-11-19,yes,7.208677,10.778371
BAN-003426,S01640,Kabema,W024,LGA04,U. Gani,201,4,2025-12-01,yes,7.822639,10.710021
BAN-003427,S01640,Kabema,W024,LGA04,Y. Nura,229,0,2025-11-21,yes,7.821099,10.711988
BAN-003428,S01633,Hangona,W023,LGA03,R. Gani,24,1,2025-11-24,yes,7.928772,11.168386
BAN-003429,S01633,Hangona,W023,LGA03,M. Bala,229,4,2025-11-06,yes,7.927838,11.168874
BAN-003430,S02284,Malaba,W036,LGA04,S. Bala,61,1,2025-10-02,yes,8.10034,10.695382
BAN-003431,S01003,Lokoba-Tudun,W014,LGA01,A. Jibo,242,2,2025-11-22,yes,7.423986,11.512599
BAN-003432,S01003,Lokoba-Tudun,W014,LGA01,Y. Isa,59,3,2025-12-05,yes,7.423254,11.512394
BAN-003433,S02450,Sudule,W039,LGA04,B. Isa,96,4,2025-10-21,yes,8.258885,10.83642
BAN-003434,S02450,Sudule,W039,LGA04,K. Oje,184,2,2025-10-11,yes,8.256636,10.838428
BAN-003435,S02450,Sudule,W039,LGA04,U. Tanko,70,1,2025-11-22,no,8.257069,10.836476
BAN-003436,S02450,Sudule,W039,LGA04,M. Umar,31,4,2025-10-09,yes,8.255261,10.836398
BAN-003437,S01884,Dodude,W029,LGA04,K. Haru,167,1,2025-11-02,yes,7.996153,10.995626
BAN-003438,S01884,Dodude,W029,LGA04,A. Abu,170,1,2025-11-21,no,7.995584,10.994451
BAN-003439,S01884,Dodude,W029,LGA04,F. Jibo,177,0,2025-10-28,yes,7.995058,10.994159
BAN-003440,S01900,Kabade,W029,LGA04,H. Zubi,166,1,2025-11-08,yes,7.973039,11.054951
BAN-003441,S00433,Zajiyi,W006,LGA01,I. Oje,30,3,2025-11-21,no,7.195002,11.207311
BAN-003442,S00433,Zajiyi,W006,LGA01,B. Isa,79,1,2025-11-05,yes,7.196476,11.208017
BAN-003443,S00433,Zajiyi,W006,LGA01,Z. Abu,46,1,2025-10-22,yes,7.196245,11.205138
BAN-003444,S00433,Zajiyi,W006,LGA01,F. Lami,45,3,2025-11-09,yes,7.194909,11.207049
BAN-003445,S01803,Zasani-Yamma,W028,LGA04,U. Nura,212,2,2025-10-13,yes,7.894036,10.862938
BAN-003446,S01803,Zasani-Yamma,W028,LGA04,K. Dogo,130,3,2025-10-08,yes,7.896209,10.862064
BAN-003447,S01803,Zasani-Yamma,W028,LGA04,Y. Jibo,168,1,2025-12-06,yes,7.893995,10.863782
BAN-003448,S01803,Zasani-Yamma,W028,LGA04,R. Isa,126,0,2025-10-29,yes,7.894713,10.861835
BAN-003449,S00080,Adnade-Kofar,W001,LGA01,H. Bala,115,1,2025-11-13,yes,7.206595,11.137592
BAN-003450,S00080,Adnade-Kofar,W001,LGA01,I. Gani,122,0,2025-11-18,yes,7.207556,11.138988
BAN-003451,S00080,Adnade-Kofar,W001,LGA01,Y. Jibo,2,0,2025-11-19,yes,7.205948,11.137898
BAN-003452,S00688,Adjiwo,W008,LGA01,S. Sule,107,4,2025-10-03,yes,7.444566,10.955389
BAN-003453,S00688,Adjiwo,W008,LGA01,I. Musa,167,1,2025-10-21,yes,7.443331,10.954877
BAN-003454,S00688,Adjiwo,W008,LGA01,F. Ede,115,4,2025-11-23,yes,7.442809,10.955358
BAN-003455,S00688,Adjiwo,W008,LGA01,U. Rabi,83,0,2025-10-14,yes,7.444554,10.954541
BAN-003456,S00137,Lotisa,W002,LGA01,B. Dogo,43,0,2025-11-24,yes,7.070665,10.782995
BAN-003457,S00137,Lotisa,W002,LGA01,A. Funo,156,0,2025-11-24,yes,7.068909,10.784264
BAN-003458,S00137,Lotisa,W002,LGA01,H. Wada,64,4,2025-11-16,yes,7.070039,10.782702
BAN-003459,S00137,Lotisa,W002,LGA01,K. Isa,216,0,2025-11-06,yes,7.068994,10.784086
BAN-003460,S00270,Damana,W003,LGA01,K. Dogo,55,0,2025-11-15,yes,7.410736,11.121614
BAN-003461,S00270,Damana,W003,LGA01,I. Jibo,184,4,2025-11-06,yes,7.410496,11.121733
BAN-003462,S00270,Damana,W003,LGA01,M. Funo,76,2,2025-11-20,yes,7.409287,11.124708
BAN-003463,S00270,Damana,W003,LGA01,U. Gani,75,3,2025-10-14,no,7.411507,11.121718
BAN-003464,S00270,Damana,W003,LGA01,I. Zubi,212,2,2025-11-12,yes,7.409515,11.123025
BAN-003465,S02317,Sasade-Tsakiya,W037,LGA03,F. Funo,158,3,2025-10-14,no,8.213257,11.508501
BAN-003466,S00573,Dosasa-Tudun,W007,LGA01,Z. Dogo,62,4,2025-10-29,yes,7.410646,11.23738
BAN-003467,S00573,Dosasa-Tudun,W007,LGA01,H. Isa,130,1,2025-10-21,yes,7.412072,11.238626
BAN-003468,S00573,Dosasa-Tudun,W007,LGA01,F. Pama,63,1,2025-10-22,yes,7.410662,11.237675
BAN-003469,S00573,Dosasa-Tudun,W007,LGA01,B. Jibo,217,1,2025-10-06,yes,7.412875,11.23716
BAN-003470,S00573,Dosasa-Tudun,W007,LGA01,M. Isa,251,1,2025-11-13,yes,7.411996,11.239408
BAN-003471,S00943,Kuriwo,W012,LGA02,S. Abu,16,0,2025-11-13,yes,7.401949,10.452387
BAN-003472,S00943,Kuriwo,W012,LGA02,K. Rabi,166,1,2025-10-16,yes,7.400503,10.453419
BAN-003473,S00943,Kuriwo,W012,LGA02,S. Pama,183,1,2025-12-05,no,7.401159,10.45256
BAN-003474,S00943,Kuriwo,W012,LGA02,U. Wada,72,3,2025-11-23,yes,7.40234,10.453558
BAN-003475,S00943,Kuriwo,W012,LGA02,K. Umar,59,3,2025-11-20,yes,7.400447,10.452302
BAN-003476,S02090,Oltimi,W032,LGA04,R. Nura,18,1,2025-11-29,no,8.056135,10.856837
BAN-003477,S02090,Oltimi,W032,LGA04,Y. Wada,7,2,2025-11-20,yes,8.055043,10.855809
BAN-003478,S02090,Oltimi,W032,LGA04,F. Haru,20,4,2025-10-25,yes,8.057571,10.855888
BAN-003479,S02090,Oltimi,W032,LGA04,U. Lami,156,4,2025-11-25,yes,8.057978,10.85838
BAN-003480,S02090,Oltimi,W032,LGA04,I. Pama,142,0,2025-10-29,yes,8.05592,10.857868
BAN-003481,S01978,Nuzari,W030,LGA04,U. Umar,104,2,2025-11-12,yes,7.893228,10.626312
BAN-003482,S01978,Nuzari,W030,LGA04,U. Sule,54,2,2025-10-16,yes,7.892673,10.625891
BAN-003483,S01978,Nuzari,W030,LGA04,A. Abu,154,3,2025-11-01,yes,7.893854,10.625348
BAN-003484,S01978,Nuzari,W030,LGA04,U. Musa,172,3,2025-11-26,yes,7.894938,10.624502
BAN-003485,S02132,Ektsina,W033,LGA03,B. Pama,35,4,2025-11-10,yes,8.042349,11.22143
BAN-003486,S02132,Ektsina,W033,LGA03,Y. Sule,12,4,2025-11-16,no,8.044385,11.21915
BAN-003487,S02132,Ektsina,W033,LGA03,R. Funo,259,2,2025-11-30,yes,8.04063,11.222185
BAN-003488,S02132,Ektsina,W033,LGA03,M. Rabi,134,0,2025-10-20,yes,8.044838,11.218822
BAN-003489,S00466,Agrade,W006,LGA01,R. Nura,216,0,2025-10-25,yes,7.268928,11.189587
BAN-003490,S00466,Agrade,W006,LGA01,F. Abu,85,2,2025-11-07,yes,7.270333,11.18925
BAN-003491,S02432,Nujina,W039,LGA04,I. Sule,246,0,2025-10-23,yes,8.367923,10.925458
BAN-003492,S02432,Nujina,W039,LGA04,I. Kabo,197,4,2025-10-08,yes,8.366998,10.925104
BAN-003493,S02432,Nujina,W039,LGA04,A. Nura,211,2,2025-11-08,yes,8.36754,10.925543
BAN-003494,S02432,Nujina,W039,LGA04,A. Cham,104,1,2025-11-10,yes,8.368094,10.926432
BAN-003495,S02432,Nujina,W039,LGA04,M. Gani,230,0,2025-10-08,yes,8.368161,10.926219
BAN-003496,S00501,Fanawo,W006,LGA01,F. Cham,186,2,2025-12-07,yes,7.218641,11.351695
BAN-003497,S00501,Fanawo,W006,LGA01,R. Yaro,161,1,2025-12-07,yes,7.217666,11.350488
BAN-003498,S00501,Fanawo,W006,LGA01,F. Jibo,67,4,2025-11-05,yes,7.21774,11.350681
BAN-003499,S00501,Fanawo,W006,LGA01,B. Zubi,226,2,2025-11-29,yes,7.217386,11.349318
BAN-003500,S00243,Surifa,W003,LGA01,F. Nura,108,4,2025-11-07,yes,7.390796,11.078053
BAN-003501,S00544,Warita-Tsakiya,W007,LGA01,B. Pama,128,1,2025-11-24,yes,7.377116,11.150826
BAN-003502,S00544,Warita-Tsakiya,W007,LGA01,F. Zubi,21,1,2025-11-05,yes,7.377322,11.150155
BAN-003503,S00544,Warita-Tsakiya,W007,LGA01,H. Musa,256,0,2025-11-08,yes,7.37744,11.149748
BAN-003504,S00544,Warita-Tsakiya,W007,LGA01,Z. Funo,251,1,2025-10-30,yes,7.376035,11.151069
BAN-003505,S01447,Halata,W020,LGA01,U. Rabi,235,1,2025-11-03,no,7.709072,11.120654
BAN-003506,S01447,Halata,W020,LGA01,Y. Bala,157,0,2025-10-12,yes,7.710058,11.119355
BAN-003507,S00294,Uzlako,W003,LGA01,K. Rabi,62,0,2025-10-09,yes,7.272896,10.976802
BAN-003508,S00294,Uzlako,W003,LGA01,Z. Bala,137,1,2025-11-21,yes,7.270837,10.978885
BAN-003509,S00294,Uzlako,W003,LGA01,F. Tanko,136,4,2025-10-31,yes,7.272213,10.97502
BAN-003510,S01807,Talayi,W028,LGA04,B. Sule,232,1,2025-10-26,yes,7.999552,10.760763
BAN-003511,S02377,Bisawa,W038,LGA03,U. Bala,179,4,2025-10-11,yes,8.33669,11.438323
BAN-003512,S02377,Bisawa,W038,LGA03,Z. Jibo,197,0,2025-10-17,yes,8.337794,11.438716
BAN-003513,S01192,Doritu,W015,LGA01,F. Musa,63,4,2025-10-24,yes,7.695049,11.275536
BAN-003514,S01192,Doritu,W015,LGA01,Y. Wada,24,4,2025-11-09,yes,7.695422,11.275431
BAN-003515,S01613,Marashi,W023,LGA03,S. Gani,50,0,2025-11-01,yes,7.831452,11.232482
BAN-003516,S01613,Marashi,W023,LGA03,S. Gani,201,0,2025-11-08,yes,7.833002,11.232373
BAN-003517,S01613,Marashi,W023,LGA03,M. Rabi,170,4,2025-11-21,no,7.830829,11.23121
BAN-003518,S01756,Bangoni,W027,LGA03,F. Bala,202,3,2025-10-14,yes,7.762844,11.327157
BAN-003519,S01756,Bangoni,W027,LGA03,K. Dogo,184,4,2025-10-10,yes,7.761907,11.32697
BAN-003520,S00675,Zabafa,W008,LGA01,A. Zubi,25,1,2025-10-16,yes,7.412522,10.936576
BAN-003521,S00675,Zabafa,W008,LGA01,R. Funo,118,0,2025-12-03,yes,7.412223,10.937609
BAN-003522,S01168,Dasharu,W015,LGA01,B. Tanko,89,0,2025-10-07,yes,7.657523,11.261872
BAN-003523,S01168,Dasharu,W015,LGA01,R. Dogo,158,1,2025-10-22,yes,7.657044,11.263512
BAN-003524,S00852,Susaba-Kofar,W010,LGA02,M. Dogo,45,3,2025-10-14,yes,7.446791,10.841145
BAN-003525,S00852,Susaba-Kofar,W010,LGA02,A. Pama,27,0,2025-10-21,yes,7.445542,10.842509
BAN-003526,S00852,Susaba-Kofar,W010,LGA02,B. Yaro,253,1,2025-11-23,yes,7.447272,10.840844
BAN-003527,S00852,Susaba-Kofar,W010,LGA02,S. Umar,2,1,2025-11-16,yes,7.447662,10.841905
BAN-003528,S02281,Oktide,W036,LGA04,Z. Nura,112,4,2025-11-03,yes,8.172606,10.65383
BAN-003529,S02281,Oktide,W036,LGA04,Z. Oje,38,2,2025-12-03,yes,8.171404,10.653271
BAN-003530,S02281,Oktide,W036,LGA04,I. Jibo,3,0,2025-11-15,yes,8.170838,10.653276
BAN-003531,S02281,Oktide,W036,LGA04,F. Jibo,117,0,2025-11-25,no,8.171436,10.653195
BAN-003532,S01972,Subewo,W030,LGA04,I. Haru,103,0,2025-12-08,yes,8.003482,10.557262
BAN-003533,S01972,Subewo,W030,LGA04,S. Sule,211,0,2025-10-17,yes,8.000979,10.557938
BAN-003534,S00449,Zayoru,W006,LGA01,A. Abu,19,0,2025-12-06,yes,7.281293,11.185204
BAN-003535,S00449,Zayoru,W006,LGA01,B. Bala,207,2,2025-10-22,yes,7.280546,11.185309
BAN-003536,S00449,Zayoru,W006,LGA01,B. Funo,25,3,2025-10-31,yes,7.281169,11.186129
BAN-003537,S01929,Riyoyi,W030,LGA04,A. Dogo,40,3,2025-12-01,yes,7.922183,10.683963
BAN-003538,S01929,Riyoyi,W030,LGA04,R. Tanko,219,0,2025-10-01,yes,7.922826,10.685197
BAN-003539,S01929,Riyoyi,W030,LGA04,F. Rabi,148,3,2025-10-08,yes,7.921151,10.683761
BAN-003540,S01446,Tabami,W020,LGA01,R. Musa,220,0,2025-10-16,yes,7.757493,11.182397
BAN-003541,S01446,Tabami,W020,LGA01,I. Pama,157,1,2025-10-17,yes,7.757428,11.18243
BAN-003542,S01446,Tabami,W020,LGA01,U. Wada,238,2,2025-10-29,yes,7.75612,11.18162
BAN-003543,S01446,Tabami,W020,LGA01,H. Umar,20,0,2025-12-01,yes,7.75736,11.182459
BAN-003544,S02280,Olyoru,W036,LGA04,S. Funo,193,0,2025-10-10,yes,8.125555,10.755741
BAN-003545,S02280,Olyoru,W036,LGA04,K. Cham,159,0,2025-12-07,yes,8.125957,10.757293
BAN-003546,S00843,Bibeyi,W010,LGA02,U. Jibo,1,2,2025-12-02,yes,7.411136,10.867258
BAN-003547,S02014,Mangona-Gabas,W031,LGA03,B. Sule,73,2,2025-12-06,yes,8.055234,11.277254
BAN-003548,S02014,Mangona-Gabas,W031,LGA03,A. Pama,206,0,2025-12-03,no,8.054779,11.279811
BAN-003549,S02263,Kukoko,W035,LGA04,K. Zubi,146,4,2025-11-09,yes,8.281693,10.944043
BAN-003550,S02263,Kukoko,W035,LGA04,F. Pama,82,3,2025-10-31,yes,8.280466,10.943966
BAN-003551,S02263,Kukoko,W035,LGA04,U. Funo,35,3,2025-12-05,yes,8.281256,10.942592
BAN-003552,S00867,Hamasa-Tudun,W010,LGA02,B. Oje,148,3,2025-10-29,yes,7.437423,10.776961
BAN-003553,S00867,Hamasa-Tudun,W010,LGA02,Y. Jibo,133,0,2025-11-02,yes,7.43755,10.775303
BAN-003554,S00867,Hamasa-Tudun,W010,LGA02,M. Lami,168,2,2025-11-14,yes,7.437016,10.775205
BAN-003555,S00459,Lorisa,W006,LGA01,Z. Pama,76,2,2025-11-09,yes,7.211214,11.320069
BAN-003556,S00459,Lorisa,W006,LGA01,K. Isa,223,1,2025-10-22,yes,7.209434,11.32069
BAN-003557,S00459,Lorisa,W006,LGA01,B. Sule,145,0,2025-11-30,yes,7.212355,11.321432
BAN-003558,S00459,Lorisa,W006,LGA01,Y. Abu,1,4,2025-10-28,yes,7.212418,11.319495
BAN-003559,S01571,Enraja,W022,LGA03,Y. Abu,65,2,2025-11-09,yes,8.199596,11.442116
BAN-003560,S01571,Enraja,W022,LGA03,M. Pama,102,4,2025-10-23,yes,8.199998,11.44057
BAN-003561,S01235,Uzjiba,W016,LGA02,H. Jibo,125,0,2025-11-24,no,7.573281,10.43918
